date,account,env,service,region,usage_qty,unit,unblended_cost,avg_cpu,p95_cpu,tag_team
2024-04-14,acct-dev-1,prod,Lambda,us-east-1,335.48560223998277,GB,33.59,,,TeamA
2024-04-14,acct-dev-1,prod,Lambda,us-west-2,89.8489240029714,GB,42.45,,,TeamC
2024-04-14,acct-dev-1,dev,EC2,us-east-1,472.0844032366298,Hrs,192.14,0.15,0.34,TeamA
2024-04-14,acct-dev-1,dev,EC2,us-west-2,550.8218835250614,Hrs,181.68,0.13,0.24,TeamB
2024-04-14,acct-dev-1,dev,RDS,us-east-1,444.6582312565935,Hrs,111.37,0.45,0.56,TeamB
2024-04-14,acct-dev-1,dev,RDS,us-west-2,170.03158824148602,Hrs,81.56,0.34,0.42,TeamB
2024-04-14,acct-dev-1,dev,S3,us-east-1,323.4884701381728,GB,93.37,,,TeamA
2024-04-14,acct-dev-1,dev,S3,us-west-2,254.1342516593948,GB,68.68,,,TeamC
2024-04-14,acct-dev-1,dev,Lambda,us-east-1,75.76931500249522,GB,32.61,,,TeamA
2024-04-14,acct-dev-1,dev,Lambda,us-west-2,264.45644339210554,GB,42.65,,,TeamA
2024-04-15,acct-prod-1,prod,EC2,us-east-1,466.47150728497445,Hrs,212.37,0.59,0.69,TeamB
2024-04-15,acct-prod-1,prod,EC2,us-west-2,1321.391265376835,Hrs,204.14,0.23,0.37,TeamB
2024-04-15,acct-prod-1,prod,RDS,us-east-1,823.1133923276822,Hrs,109.79,0.64,0.7,TeamA
2024-04-15,acct-prod-1,prod,RDS,us-west-2,322.8066934088011,Hrs,115.91,0.74,0.89,TeamB
2024-04-15,acct-prod-1,prod,S3,us-east-1,648.9897430143245,GB,94.17,,,TeamB
2024-04-15,acct-prod-1,prod,S3,us-west-2,201.16086572366544,GB,72.09,,,TeamA
2024-04-15,acct-prod-1,prod,Lambda,us-east-1,152.18008439529217,GB,36.01,,,TeamA
2024-04-15,acct-prod-1,prod,Lambda,us-west-2,215.20303256915145,GB,46.07,,,TeamB
2024-04-15,acct-prod-1,dev,EC2,us-east-1,1220.9540785821987,Hrs,224.88,0.36,0.54,TeamC
2024-04-15,acct-prod-1,dev,EC2,us-west-2,516.5356829173288,Hrs,179.58,0.67,0.75,TeamC
2024-04-15,acct-prod-1,dev,RDS,us-east-1,622.6725572383219,Hrs,97.4,0.67,0.86,TeamC
2024-04-15,acct-prod-1,dev,RDS,us-west-2,434.5551642838371,Hrs,103.31,0.56,0.75,TeamA
2024-04-15,acct-prod-1,dev,S3,us-east-1,180.85414885109392,GB,85.75,,,TeamC
2024-04-15,acct-prod-1,dev,S3,us-west-2,296.61142354314103,GB,72.87,,,TeamB
2024-04-15,acct-prod-1,dev,Lambda,us-east-1,107.60188491303138,GB,45.79,,,TeamB
2024-04-15,acct-prod-1,dev,Lambda,us-west-2,239.5957372174196,GB,41.39,,,TeamA
2024-04-15,acct-dev-1,prod,EC2,us-east-1,1154.5009940186317,Hrs,229.02,0.58,0.77,TeamC
2024-04-15,acct-dev-1,prod,EC2,us-west-2,487.0779092383694,Hrs,232.13,0.72,0.86,TeamA
2024-04-15,acct-dev-1,prod,RDS,us-east-1,417.97810735904636,Hrs,98.5,0.31,0.37,TeamC
2024-04-15,acct-dev-1,prod,RDS,us-west-2,399.5509532134307,Hrs,110.94,0.22,0.37,TeamC
2024-04-15,acct-dev-1,prod,S3,us-east-1,463.482208005207,GB,72.07,,,TeamB
2024-04-15,acct-dev-1,prod,S3,us-west-2,832.3937243162637,GB,91.23,,,TeamC
2024-04-15,acct-dev-1,prod,Lambda,us-east-1,170.4739511972853,GB,46.98,,,TeamA
2024-04-15,acct-dev-1,prod,Lambda,us-west-2,97.67554675893177,GB,41.02,,,TeamC
2024-04-15,acct-dev-1,dev,EC2,us-east-1,353.3076067695309,Hrs,163.54,0.71,0.83,TeamB
2024-04-15,acct-dev-1,dev,EC2,us-west-2,437.9469600199737,Hrs,202.79,0.22,0.27,TeamA
2024-04-15,acct-dev-1,dev,RDS,us-east-1,250.97737407162177,Hrs,105.15,0.37,0.46,TeamA
2024-04-15,acct-dev-1,dev,RDS,us-west-2,352.3252365027912,Hrs,93.94,0.19,0.27,TeamA
2024-04-15,acct-dev-1,dev,S3,us-east-1,147.57763704669443,GB,65.2,,,TeamA
2024-04-15,acct-dev-1,dev,S3,us-west-2,323.337054135373,GB,87.64,,,TeamC
2024-04-15,acct-dev-1,dev,Lambda,us-east-1,359.6221292742535,GB,46.25,,,TeamB
2024-04-15,acct-dev-1,dev,Lambda,us-west-2,189.5117186281979,GB,35.72,,,TeamB
2024-04-16,acct-prod-1,prod,EC2,us-east-1,489.3590121587495,Hrs,171.43,0.27,0.36,TeamB
2024-04-16,acct-prod-1,prod,EC2,us-west-2,564.2043820761443,Hrs,234.64,0.17,0.35,TeamC
2024-04-16,acct-prod-1,prod,RDS,us-east-1,569.4902697767087,Hrs,81.07,0.53,0.68,TeamA
2024-04-16,acct-prod-1,prod,RDS,us-west-2,434.5325937934184,Hrs,117.13,0.11,0.29,TeamA
2024-04-16,acct-prod-1,prod,S3,us-east-1,370.337397445754,GB,91.57,,,TeamC
2024-04-16,acct-prod-1,prod,S3,us-west-2,675.5654469013627,GB,74.46,,,TeamA
2024-04-16,acct-prod-1,prod,Lambda,us-east-1,143.2313820195758,GB,36.1,,,TeamA
2024-04-16,acct-prod-1,prod,Lambda,us-west-2,131.3152657604816,GB,36.04,,,TeamA
2024-04-16,acct-prod-1,dev,EC2,us-east-1,1016.639591319868,Hrs,207.15,0.48,0.57,TeamB
2024-04-16,acct-prod-1,dev,EC2,us-west-2,1954.4338662854943,Hrs,234.86,0.22,0.29,TeamC
2024-04-16,acct-prod-1,dev,RDS,us-east-1,218.76282180129925,Hrs,92.78,0.63,0.75,TeamB
2024-04-16,acct-prod-1,dev,RDS,us-west-2,308.3269138108488,Hrs,119.22,0.4,0.48,TeamA
2024-04-16,acct-prod-1,dev,S3,us-east-1,268.4753230554344,GB,85.36,,,TeamB
2024-04-16,acct-prod-1,dev,S3,us-west-2,168.0024811031439,GB,76.2,,,TeamB
2024-04-16,acct-prod-1,dev,Lambda,us-east-1,123.42560841062618,GB,46.94,,,TeamA
2024-04-16,acct-prod-1,dev,Lambda,us-west-2,290.3216349386413,GB,36.69,,,TeamB
2024-04-16,acct-dev-1,prod,EC2,us-east-1,385.5164070620243,Hrs,172.73,0.72,0.87,TeamA
2024-04-16,acct-dev-1,prod,EC2,us-west-2,1090.5583546496348,Hrs,205.37,0.6,0.73,TeamC
2024-04-16,acct-dev-1,prod,RDS,us-east-1,193.30891234722694,Hrs,82.95,0.76,0.83,TeamC
2024-04-16,acct-dev-1,prod,RDS,us-west-2,258.53902607528937,Hrs,102.91,0.73,0.78,TeamC
2024-04-16,acct-dev-1,prod,S3,us-east-1,228.12240846872916,GB,71.22,,,TeamC
2024-04-16,acct-dev-1,prod,S3,us-west-2,571.3394871469822,GB,71.11,,,TeamB
2024-04-16,acct-dev-1,prod,Lambda,us-east-1,108.32870400025622,GB,37.19,,,TeamA
2024-04-16,acct-dev-1,prod,Lambda,us-west-2,208.91109919582232,GB,38.26,,,TeamA
2024-04-16,acct-dev-1,dev,EC2,us-east-1,480.52012732829525,Hrs,238.99,0.78,0.9,TeamB
2024-04-16,acct-dev-1,dev,EC2,us-west-2,2803.1467344287457,Hrs,1020.01,0.56,0.63,TeamA
2024-04-16,acct-dev-1,dev,RDS,us-east-1,707.7720687310333,Hrs,89.9,0.4,0.58,TeamA
2024-04-16,acct-dev-1,dev,RDS,us-west-2,442.9014998687806,Hrs,112.9,0.32,0.37,TeamC
2024-04-16,acct-dev-1,dev,S3,us-east-1,208.08323544182997,GB,92.65,,,TeamA
2024-04-16,acct-dev-1,dev,S3,us-west-2,172.3814796963834,GB,65.19,,,TeamC
2024-04-16,acct-dev-1,dev,Lambda,us-east-1,101.90518713313048,GB,41.07,,,TeamB
2024-04-16,acct-dev-1,dev,Lambda,us-west-2,311.02165005428566,GB,37.47,,,TeamA
2024-04-17,acct-prod-1,prod,EC2,us-east-1,443.0503909330416,Hrs,220.95,0.4,0.46,TeamA
2024-04-17,acct-prod-1,prod,EC2,us-west-2,390.9839354887821,Hrs,190.09,0.4,0.54,TeamB
2024-04-17,acct-prod-1,prod,RDS,us-east-1,604.8383234327462,Hrs,82.96,0.14,0.23,TeamC
2024-04-17,acct-prod-1,prod,RDS,us-west-2,184.1663353107758,Hrs,83.4,0.35,0.48,TeamB
2024-04-17,acct-prod-1,prod,S3,us-east-1,315.25154981141816,GB,77.27,,,TeamB
2024-04-17,acct-prod-1,prod,S3,us-west-2,138.54645746045497,GB,68.61,,,TeamC
2024-04-17,acct-prod-1,prod,Lambda,us-east-1,101.22758969956261,GB,45.39,,,TeamA
2024-04-17,acct-prod-1,prod,Lambda,us-west-2,97.8631585207991,GB,41.8,,,TeamB
2024-04-17,acct-prod-1,dev,EC2,us-east-1,476.2525165507302,Hrs,215.21,0.79,0.91,TeamC
2024-04-17,acct-prod-1,dev,EC2,us-west-2,509.86356926168395,Hrs,172.18,0.5,0.57,TeamC
2024-04-17,acct-prod-1,dev,RDS,us-east-1,348.82540368440675,Hrs,80.69,0.43,0.6,TeamC
2024-04-17,acct-prod-1,dev,RDS,us-west-2,336.1409322302828,Hrs,108.98,0.14,0.29,TeamA
2024-04-17,acct-prod-1,dev,S3,us-east-1,167.5593678315825,GB,79.03,,,TeamA
2024-04-17,acct-prod-1,dev,S3,us-west-2,170.1354313591478,GB,73.51,,,TeamA
2024-04-17,acct-prod-1,dev,Lambda,us-east-1,169.02111201248923,GB,32.23,,,TeamC
2024-04-17,acct-prod-1,dev,Lambda,us-west-2,160.3727143072164,GB,40.45,,,TeamA
2024-04-17,acct-dev-1,prod,EC2,us-east-1,489.44464362010314,Hrs,176.57,0.3,0.5,TeamB
2024-04-17,acct-dev-1,prod,EC2,us-west-2,647.257108491923,Hrs,176.46,0.55,0.74,TeamB
2024-04-17,acct-dev-1,prod,RDS,us-east-1,496.24220965634385,Hrs,118.57,0.41,0.46,TeamB
2024-04-17,acct-dev-1,prod,RDS,us-west-2,698.549845676419,Hrs,113.99,0.47,0.67,TeamB
2024-04-17,acct-dev-1,prod,S3,us-east-1,373.74111509430656,GB,81.85,,,TeamC
2024-04-17,acct-dev-1,prod,S3,us-west-2,615.3231228345825,GB,78.07,,,TeamC
2024-04-17,acct-dev-1,prod,Lambda,us-east-1,123.81417929727856,GB,44.45,,,TeamC
2024-04-17,acct-dev-1,prod,Lambda,us-west-2,155.4503081967617,GB,41.74,,,TeamA
2024-04-17,acct-dev-1,dev,EC2,us-east-1,788.9050278178255,Hrs,210.93,0.66,0.79,TeamA
2024-04-17,acct-dev-1,dev,EC2,us-west-2,445.02033341193436,Hrs,212.27,0.8,0.89,TeamC
2024-04-17,acct-dev-1,dev,RDS,us-east-1,572.6155009942756,Hrs,114.4,0.23,0.35,TeamB
2024-04-17,acct-dev-1,dev,RDS,us-west-2,626.7789523079813,Hrs,97.99,0.58,0.68,TeamB
2024-04-17,acct-dev-1,dev,S3,us-east-1,263.998566090299,GB,85.47,,,TeamA
2024-04-17,acct-dev-1,dev,S3,us-west-2,196.34030929128588,GB,72.78,,,TeamB
2024-04-17,acct-dev-1,dev,Lambda,us-east-1,331.45358655086994,GB,40.6,,,TeamA
2024-04-17,acct-dev-1,dev,Lambda,us-west-2,83.83282817110302,GB,37.58,,,TeamB
2024-04-18,acct-prod-1,prod,EC2,us-east-1,357.58345553120034,Hrs,178.1,0.15,0.34,TeamC
2024-04-18,acct-prod-1,prod,EC2,us-west-2,529.1709707319591,Hrs,178.48,0.48,0.57,TeamC
2024-04-18,acct-prod-1,prod,RDS,us-east-1,271.1284905618982,Hrs,97.12,0.19,0.35,TeamB
2024-04-18,acct-prod-1,prod,RDS,us-west-2,340.2790815254565,Hrs,118.07,0.5,0.58,TeamB
2024-04-18,acct-prod-1,prod,S3,us-east-1,380.65037479279283,GB,74.96,,,TeamB
2024-04-18,acct-prod-1,prod,S3,us-west-2,414.6818845758035,GB,66.67,,,TeamC
2024-04-18,acct-prod-1,prod,Lambda,us-east-1,96.90543070137157,GB,41.73,,,TeamA
2024-04-18,acct-prod-1,prod,Lambda,us-west-2,86.45699177037608,GB,40.88,,,TeamB
2024-04-18,acct-prod-1,dev,EC2,us-east-1,520.0424812724067,Hrs,230.32,0.14,0.29,TeamA
2024-04-18,acct-prod-1,dev,EC2,us-west-2,794.4126601506217,Hrs,203.41,0.57,0.72,TeamC
2024-04-18,acct-prod-1,dev,RDS,us-east-1,398.29791747216245,Hrs,103.93,0.61,0.72,TeamB
2024-04-18,acct-prod-1,dev,RDS,us-west-2,353.9846381765123,Hrs,80.57,0.62,0.72,TeamC
2024-04-18,acct-prod-1,dev,S3,us-east-1,262.50280773257515,GB,89.18,,,TeamC
2024-04-18,acct-prod-1,dev,S3,us-west-2,237.04042076754038,GB,77.24,,,TeamC
2024-04-18,acct-prod-1,dev,Lambda,us-east-1,169.87362359291856,GB,42.91,,,TeamA
2024-04-18,acct-prod-1,dev,Lambda,us-west-2,118.1807500501282,GB,46.92,,,TeamB
2024-04-18,acct-dev-1,prod,EC2,us-east-1,1037.129223195485,Hrs,176.96,0.54,0.64,TeamC
2024-04-18,acct-dev-1,prod,EC2,us-west-2,1303.6402160169646,Hrs,224.65,0.55,0.75,TeamB
2024-04-18,acct-dev-1,prod,RDS,us-east-1,725.0324081138192,Hrs,111.81,0.67,0.83,TeamA
2024-04-18,acct-dev-1,prod,RDS,us-west-2,576.5238666798178,Hrs,116.14,0.56,0.72,TeamC
2024-04-18,acct-dev-1,prod,S3,us-east-1,303.9033308678517,GB,77.3,,,TeamC
2024-04-18,acct-dev-1,prod,S3,us-west-2,366.00525136761155,GB,69.2,,,TeamB
2024-04-18,acct-dev-1,prod,Lambda,us-east-1,129.24570526690906,GB,34.39,,,TeamC
2024-04-18,acct-dev-1,prod,Lambda,us-west-2,203.29648872517632,GB,45.78,,,TeamB
2024-04-18,acct-dev-1,dev,EC2,us-east-1,1820.7818396502369,Hrs,212.01,0.45,0.5,TeamB
2024-04-18,acct-dev-1,dev,EC2,us-west-2,568.9022267681626,Hrs,232.85,0.73,0.82,TeamC
2024-04-18,acct-dev-1,dev,RDS,us-east-1,256.5458944560873,Hrs,97.87,0.12,0.21,TeamB
2024-04-18,acct-dev-1,dev,RDS,us-west-2,306.23052351678825,Hrs,109.86,0.78,0.88,TeamA
2024-04-18,acct-dev-1,dev,S3,us-east-1,724.9624768513189,GB,75.83,,,TeamC
2024-04-18,acct-dev-1,dev,S3,us-west-2,369.9659115578127,GB,88.05,,,TeamA
2024-04-18,acct-dev-1,dev,Lambda,us-east-1,230.79742525221943,GB,39.46,,,TeamB
2024-04-18,acct-dev-1,dev,Lambda,us-west-2,84.48583324245487,GB,33.98,,,TeamA
2024-04-19,acct-prod-1,prod,EC2,us-east-1,1030.4640867587293,Hrs,231.24,0.74,0.85,TeamB
2024-04-19,acct-prod-1,prod,EC2,us-west-2,768.7302518534086,Hrs,187.95,0.28,0.46,TeamC
2024-04-19,acct-prod-1,prod,RDS,us-east-1,438.005156166698,Hrs,110.0,0.71,0.82,TeamC
2024-04-19,acct-prod-1,prod,RDS,us-west-2,204.38492627908354,Hrs,82.27,0.39,0.5,TeamB
2024-04-19,acct-prod-1,prod,S3,us-east-1,188.03254578294042,GB,76.23,,,TeamA
2024-04-19,acct-prod-1,prod,S3,us-west-2,625.9923324259682,GB,80.94,,,TeamA
2024-04-19,acct-prod-1,prod,Lambda,us-east-1,127.07520338075656,GB,39.31,,,TeamB
2024-04-19,acct-prod-1,prod,Lambda,us-west-2,169.15268310909713,GB,40.85,,,TeamB
2024-04-19,acct-prod-1,dev,EC2,us-east-1,721.4351285212913,Hrs,161.41,0.53,0.61,TeamA
2024-04-19,acct-prod-1,dev,EC2,us-west-2,798.753082515231,Hrs,169.83,0.74,0.85,TeamB
2024-04-19,acct-prod-1,dev,RDS,us-east-1,1961.8815490066722,Hrs,433.69,0.71,0.84,TeamA
2024-04-19,acct-prod-1,dev,RDS,us-west-2,191.1923672922733,Hrs,87.97,0.33,0.47,TeamB
2024-04-19,acct-prod-1,dev,S3,us-east-1,276.0483273120957,GB,83.45,,,TeamB
2024-04-19,acct-prod-1,dev,S3,us-west-2,242.56051235231513,GB,94.94,,,TeamA
2024-04-19,acct-prod-1,dev,Lambda,us-east-1,146.69584847566716,GB,43.97,,,TeamB
2024-04-19,acct-prod-1,dev,Lambda,us-west-2,167.43555224901732,GB,33.25,,,TeamA
2024-04-19,acct-dev-1,prod,EC2,us-east-1,613.6588412511236,Hrs,207.9,0.3,0.46,TeamA
2024-04-19,acct-dev-1,prod,EC2,us-west-2,626.1934054088432,Hrs,196.35,0.76,0.92,TeamB
2024-04-19,acct-dev-1,prod,RDS,us-east-1,691.7783650723516,Hrs,88.8,0.45,0.63,TeamA
2024-04-19,acct-dev-1,prod,RDS,us-west-2,194.41027333909926,Hrs,83.73,0.7,0.89,TeamC
2024-04-19,acct-dev-1,prod,S3,us-east-1,838.3689932415413,GB,91.09,,,TeamA
2024-04-19,acct-dev-1,prod,S3,us-west-2,179.48137182068103,GB,66.39,,,TeamB
2024-04-19,acct-dev-1,prod,Lambda,us-east-1,306.364414003011,GB,35.93,,,TeamC
2024-04-19,acct-dev-1,prod,Lambda,us-west-2,177.60207899806005,GB,41.41,,,TeamC
2024-04-19,acct-dev-1,dev,EC2,us-east-1,986.654518439945,Hrs,165.48,0.61,0.7,TeamC
2024-04-19,acct-dev-1,dev,EC2,us-west-2,817.67128548849,Hrs,205.4,0.67,0.75,TeamC
2024-04-19,acct-dev-1,dev,RDS,us-east-1,350.97953592082973,Hrs,103.13,0.75,0.85,TeamB
2024-04-19,acct-dev-1,dev,RDS,us-west-2,322.54652592324555,Hrs,81.57,0.55,0.75,TeamC
2024-04-19,acct-dev-1,dev,S3,us-east-1,850.7556396388748,GB,95.58,,,TeamC
2024-04-19,acct-dev-1,dev,S3,us-west-2,284.305789160598,GB,94.46,,,TeamB
2024-04-19,acct-dev-1,dev,Lambda,us-east-1,261.1416667883434,GB,38.92,,,TeamB
2024-04-19,acct-dev-1,dev,Lambda,us-west-2,138.2945273679648,GB,39.88,,,TeamB
2024-04-20,acct-prod-1,prod,EC2,us-east-1,1068.265907992232,Hrs,208.96,0.36,0.5,TeamB
2024-04-20,acct-prod-1,prod,EC2,us-west-2,640.7902786606983,Hrs,205.79,0.5,0.59,TeamC
2024-04-20,acct-prod-1,prod,RDS,us-east-1,312.49861309066614,Hrs,99.62,0.44,0.63,TeamB
2024-04-20,acct-prod-1,prod,RDS,us-west-2,851.5282307722779,Hrs,97.86,0.32,0.42,TeamC
2024-04-20,acct-prod-1,prod,S3,us-east-1,226.35437049168422,GB,84.22,,,TeamC
2024-04-20,acct-prod-1,prod,S3,us-west-2,671.5382239522263,GB,93.48,,,TeamA
2024-04-20,acct-prod-1,prod,Lambda,us-east-1,140.52304697743986,GB,37.06,,,TeamB
2024-04-20,acct-prod-1,prod,Lambda,us-west-2,111.74216330709946,GB,32.28,,,TeamC
2024-04-20,acct-prod-1,dev,EC2,us-east-1,803.2154625898607,Hrs,225.1,0.63,0.76,TeamB
2024-04-20,acct-prod-1,dev,EC2,us-west-2,431.2447171256612,Hrs,189.45,0.47,0.57,TeamB
2024-04-20,acct-prod-1,dev,RDS,us-east-1,532.5701718225744,Hrs,86.39,0.77,0.97,TeamC
2024-04-20,acct-prod-1,dev,RDS,us-west-2,821.4546682485995,Hrs,82.98,0.46,0.54,TeamA
2024-04-20,acct-prod-1,dev,S3,us-east-1,290.9666240446928,GB,88.42,,,TeamB
2024-04-20,acct-prod-1,dev,S3,us-west-2,147.388276995164,GB,68.97,,,TeamB
2024-04-20,acct-prod-1,dev,Lambda,us-east-1,208.59256223295682,GB,47.94,,,TeamB
2024-04-20,acct-prod-1,dev,Lambda,us-west-2,250.60539861960976,GB,47.25,,,TeamA
2024-04-20,acct-dev-1,prod,EC2,us-east-1,541.8823166157474,Hrs,238.54,0.13,0.26,TeamB
2024-04-20,acct-dev-1,prod,EC2,us-west-2,2427.6894996820306,Hrs,830.5,0.17,0.29,TeamC
2024-04-20,acct-dev-1,prod,RDS,us-east-1,369.5942320764557,Hrs,90.84,0.37,0.54,TeamA
2024-04-20,acct-dev-1,prod,RDS,us-west-2,309.2822817198951,Hrs,106.14,0.37,0.57,TeamA
2024-04-20,acct-dev-1,prod,S3,us-east-1,323.5978920486533,GB,84.52,,,TeamC
2024-04-20,acct-dev-1,prod,S3,us-west-2,265.23454417142534,GB,70.56,,,TeamB
2024-04-20,acct-dev-1,prod,Lambda,us-east-1,81.7421658912933,GB,40.83,,,TeamC
2024-04-20,acct-dev-1,prod,Lambda,us-west-2,137.61481911095177,GB,39.54,,,TeamA
2024-04-20,acct-dev-1,dev,EC2,us-east-1,542.723643820991,Hrs,178.57,0.34,0.41,TeamA
2024-04-20,acct-dev-1,dev,EC2,us-west-2,1068.657826874686,Hrs,215.79,0.65,0.73,TeamC
2024-04-20,acct-dev-1,dev,RDS,us-east-1,352.36739493972055,Hrs,116.13,0.44,0.6,TeamC
2024-04-20,acct-dev-1,dev,RDS,us-west-2,400.84410647487886,Hrs,98.01,0.12,0.31,TeamB
2024-04-20,acct-dev-1,dev,S3,us-east-1,377.8666941502958,GB,90.46,,,TeamC
2024-04-20,acct-dev-1,dev,S3,us-west-2,520.7086888923717,GB,86.9,,,TeamB
2024-04-20,acct-dev-1,dev,Lambda,us-east-1,81.30830967774631,GB,39.89,,,TeamA
2024-04-20,acct-dev-1,dev,Lambda,us-west-2,75.67850060403059,GB,36.05,,,TeamC
2024-04-21,acct-prod-1,prod,EC2,us-east-1,427.25401585530096,Hrs,191.64,0.46,0.59,TeamC
2024-04-21,acct-prod-1,prod,EC2,us-west-2,441.09785304100814,Hrs,177.24,0.2,0.38,TeamB
2024-04-21,acct-prod-1,prod,RDS,us-east-1,316.5443587643993,Hrs,109.95,0.38,0.54,TeamC
2024-04-21,acct-prod-1,prod,RDS,us-west-2,418.81367272128415,Hrs,93.94,0.8,0.96,TeamC
2024-04-21,acct-prod-1,prod,S3,us-east-1,186.50660906637427,GB,90.02,,,TeamB
2024-04-21,acct-prod-1,prod,S3,us-west-2,216.68413883130424,GB,69.48,,,TeamC
2024-04-21,acct-prod-1,prod,Lambda,us-east-1,233.71177472980628,GB,46.16,,,TeamC
2024-04-21,acct-prod-1,prod,Lambda,us-west-2,183.35141303869847,GB,45.42,,,TeamA
2024-04-21,acct-prod-1,dev,EC2,us-east-1,526.6215060609286,Hrs,217.4,0.22,0.39,TeamB
2024-04-21,acct-prod-1,dev,EC2,us-west-2,382.89180555192723,Hrs,172.01,0.3,0.4,TeamA
2024-04-21,acct-prod-1,dev,RDS,us-east-1,248.61790275834292,Hrs,82.22,0.62,0.68,TeamB
2024-04-21,acct-prod-1,dev,RDS,us-west-2,315.5435430469303,Hrs,94.95,0.24,0.4,TeamC
2024-04-21,acct-prod-1,dev,S3,us-east-1,165.4379440033206,GB,79.78,,,TeamB
2024-04-21,acct-prod-1,dev,S3,us-west-2,298.4174104885638,GB,78.57,,,TeamC
2024-04-21,acct-prod-1,dev,Lambda,us-east-1,106.32066131146625,GB,37.03,,,TeamA
2024-04-21,acct-prod-1,dev,Lambda,us-west-2,110.96529272718752,GB,46.74,,,TeamB
2024-04-21,acct-dev-1,prod,EC2,us-east-1,522.9955737022475,Hrs,163.82,0.5,0.56,TeamA
2024-04-21,acct-dev-1,prod,EC2,us-west-2,967.9802658409881,Hrs,185.62,0.23,0.4,TeamB
2024-04-21,acct-dev-1,prod,RDS,us-east-1,369.4357611899728,Hrs,113.32,0.73,0.9,TeamC
2024-04-21,acct-dev-1,prod,RDS,us-west-2,301.7598943484749,Hrs,83.02,0.1,0.28,TeamC
2024-04-21,acct-dev-1,prod,S3,us-east-1,202.59591731786057,GB,69.86,,,TeamC
2024-04-21,acct-dev-1,prod,S3,us-west-2,543.7831749393904,GB,87.84,,,TeamA
2024-04-21,acct-dev-1,prod,Lambda,us-east-1,121.81736055807167,GB,47.56,,,TeamC
2024-04-21,acct-dev-1,prod,Lambda,us-west-2,193.13234289390152,GB,33.0,,,TeamA
2024-04-21,acct-dev-1,dev,EC2,us-east-1,821.4069408982436,Hrs,188.31,0.65,0.8,TeamA
2024-04-21,acct-dev-1,dev,EC2,us-west-2,448.0928290967304,Hrs,205.15,0.55,0.71,TeamB
2024-04-21,acct-dev-1,dev,RDS,us-east-1,841.6079778645303,Hrs,119.15,0.39,0.58,TeamA
2024-04-21,acct-dev-1,dev,RDS,us-west-2,738.1720060968981,Hrs,95.54,0.45,0.57,TeamB
2024-04-21,acct-dev-1,dev,S3,us-east-1,260.5764900826144,GB,83.25,,,TeamA
2024-04-21,acct-dev-1,dev,S3,us-west-2,808.0826697861705,GB,94.58,,,TeamA
2024-04-21,acct-dev-1,dev,Lambda,us-east-1,115.32035636471082,GB,39.18,,,TeamC
2024-04-21,acct-dev-1,dev,Lambda,us-west-2,290.070078305419,GB,34.29,,,TeamA
2024-04-22,acct-prod-1,prod,EC2,us-east-1,1583.1701092890403,Hrs,200.53,0.56,0.68,TeamA
2024-04-22,acct-prod-1,prod,EC2,us-west-2,494.40422363937324,Hrs,237.38,0.61,0.67,TeamC
2024-04-22,acct-prod-1,prod,RDS,us-east-1,250.0287461583041,Hrs,100.71,0.46,0.61,TeamC
2024-04-22,acct-prod-1,prod,RDS,us-west-2,302.1319989774609,Hrs,93.28,0.67,0.75,TeamA
2024-04-22,acct-prod-1,prod,S3,us-east-1,185.89484341014557,GB,89.24,,,TeamA
2024-04-22,acct-prod-1,prod,S3,us-west-2,162.46777818049932,GB,66.5,,,TeamC
2024-04-22,acct-prod-1,prod,Lambda,us-east-1,365.6081644585128,GB,40.8,,,TeamB
2024-04-22,acct-prod-1,prod,Lambda,us-west-2,239.07496690398045,GB,44.38,,,TeamC
2024-04-22,acct-prod-1,dev,EC2,us-east-1,1805.1483486110715,Hrs,207.4,0.7,0.88,TeamA
2024-04-22,acct-prod-1,dev,EC2,us-west-2,1250.9020739591328,Hrs,165.66,0.64,0.71,TeamB
2024-04-22,acct-prod-1,dev,RDS,us-east-1,468.246671181719,Hrs,101.21,0.42,0.57,TeamA
2024-04-22,acct-prod-1,dev,RDS,us-west-2,288.6505119915237,Hrs,108.25,0.12,0.3,TeamB
2024-04-22,acct-prod-1,dev,S3,us-east-1,148.7387318743923,GB,67.24,,,TeamB
2024-04-22,acct-prod-1,dev,S3,us-west-2,220.20147233673626,GB,77.8,,,TeamC
2024-04-22,acct-prod-1,dev,Lambda,us-east-1,134.62032681054856,GB,43.47,,,TeamC
2024-04-22,acct-prod-1,dev,Lambda,us-west-2,401.63389772438813,GB,42.73,,,TeamC
2024-04-22,acct-dev-1,prod,EC2,us-east-1,483.03595815593803,Hrs,204.87,0.21,0.32,TeamA
2024-04-22,acct-dev-1,prod,EC2,us-west-2,424.34230411664987,Hrs,180.34,0.62,0.76,TeamC
2024-04-22,acct-dev-1,prod,RDS,us-east-1,251.36706617974605,Hrs,90.93,0.71,0.91,TeamB
2024-04-22,acct-dev-1,prod,RDS,us-west-2,1013.339268256802,Hrs,104.45,0.68,0.84,TeamC
2024-04-22,acct-dev-1,prod,S3,us-east-1,237.852727026354,GB,82.7,,,TeamA
2024-04-22,acct-dev-1,prod,S3,us-west-2,562.5897093835069,GB,91.6,,,TeamC
2024-04-22,acct-dev-1,prod,Lambda,us-east-1,177.98511807291015,GB,36.53,,,TeamA
2024-04-22,acct-dev-1,prod,Lambda,us-west-2,82.36223792338271,GB,37.81,,,TeamC
