timestamp,service,env,latency_ms,cpu_utilization,status,anomaly_iforest,anomaly_zscore_latency,anomaly_zscore_cpu,combined_anomaly,severity,hour
2025-09-18 07:15:00,RDS,prod,25.92,0.491,ERROR,1,0,0,1,0.243,7
2025-09-09 04:30:00,RDS,prod,26.06,0.485,ERROR,1,0,0,1,0.226,4
2025-09-07 08:15:00,EC2,prod,24.61,0.503,ERROR,1,0,0,1,0.225,8
2025-10-06 07:30:00,LAMBDA,prod,21.52,0.437,ERROR,1,0,0,1,0.209,7
2025-10-10 09:15:00,EC2,prod,24.74,0.402,ERROR,1,0,0,1,0.207,9
2025-08-28 15:45:00,EC2,prod,24.62,0.497,ERROR,1,0,0,1,0.2,15
2025-10-15 05:15:00,LAMBDA,prod,21.47,0.458,ERROR,1,0,0,1,0.194,5
2025-09-21 12:00:00,EC2,prod,24.44,0.495,ERROR,1,0,0,1,0.192,12
2025-09-15 18:00:00,EC2,prod,26.07,0.423,WARN,1,0,0,1,0.19,18
2025-09-18 07:15:00,EC2,prod,25.93,0.423,ERROR,1,0,0,1,0.183,7
2025-10-01 04:15:00,EC2,prod,24.99,0.413,ERROR,1,0,0,1,0.175,4
2025-09-11 21:45:00,EC2,prod,23.6,0.43,ERROR,1,0,0,1,0.129,21
2025-09-21 23:00:00,EC2,prod,26.37,0.448,ERROR,1,0,0,1,0.103,23
2025-09-14 00:45:00,EC2,prod,23.64,0.436,ERROR,1,0,0,1,0.102,0
2025-08-28 21:45:00,LAMBDA,prod,25.55,0.454,ERROR,1,0,0,1,0.072,21
2025-09-04 10:45:00,EC2,prod,23.89,0.458,ERROR,1,0,0,1,0.068,10
